	artist_name	song_title	lyrics
19	nipsey hussle	Am I Gonna Make It by Nipsey Hussle	['yeah', 'hey hear breath kind hard', 'fresh push ya know', 'Uh uh yeah uh right', 'right', 'Uh hussl look', 'gon make gon fail', 'not tri gon tell', 'say heaven say hell', 'stuck til get', 'tri faith less fear', 'tri express peer', 'talk bout dream', 'better let seen caus clear', 'look flock not weird', 'nigga groupi borderlin queer', 'fuck natur success hold dear', 'could judg one wa onc one', 'nigga might one day becom somebodi', 'made good hi word transcend come', 'nevertheless still come round show face motiv young one', 'nigga never give credit none', 'question go unansw give god', 'nigga cannot reason gon meet squad', 'normal nowaday life anyth besid', 'cold lone road knew took job', 'progress heart money mind', 'got rimpau CD changer smokin drive', 'nigga uh', 'not realli start not lane', 'overal race', 'one reason whi', 'marathon runner']
20	kendrick lamar	2018 Grammys Performance by Kendrick Lamar (Ft. Dave Chappelle & U2)	['part xxx']
21	kendrick lamar	2DopeBoyz Freestyle by Kendrick Lamar	['hot handl dope hold', 'dopeboyz roll deep everybodi gather', 'seat go cloud', 'come back week weak good', 'riddanc onli strong permit ride', 'test drive kendrick jedi one', 'kind like great antiqu museum buy', 'hater tell em hi enemi not tell em shit', 'booya click booya click click', 'ooh yall done stumbl fortun', 'rebirth hip hop sinc got abort', 'rock like Mt rushmor grab thesauru', 'find synonym nigga gem', 'diamond rough', 'sheriff wanna see cuf like link button', 'book em fuck', 'mind vietnam vet nigga rhyme', 'nigga shine like see sign differ light', 'grind see right real starv artist', 'finna blow like mario game cartridg stand two', 'dave like big puff befor shini suit', 'welcom compton zoo lie lion rosecran avenu', 'tiger central', 'arm soar beat instrument sounwav give', 'find morgu mortic becaus', 'ooh back bullshit shoot top hollow', 'tip full clip', 'analog like pit bull pulpit drool not realli', 'spit mad dog thi bitch foam mouth man mous', 'sip mickey look like mickey trap', 'not diss realli dope line order see vision', 'probabl would go blind', 'chill blond dumb fuck suck bowl ball', 'straw make tell mom', 'littl nigga tri make citi proud use watch doug wear', 'cousin hand', 'grown unemploy sip henni piss throuh cup still get', 'job done dopeboyz said tell listen frost', 'bitten glove caus']
22	kendrick lamar	3 Minutes of Watts by Kendrick Lamar (Ft. Jay Rock)	['boy hood', 'pocket full dub', 'homi outta line', 'clip full slug', 'babi number', 'tryna fuck babi thang', 'shake shake', 'sick watt claim come give', 'babi player Go hit', 'babi thang', 'shake shake shake shake shake shake', 'alreadi know came', 'onc neon light hit top dawg logo', 'see chain hang', 'see wrist hang', 'see homi hang', 'gang bang', 'west coast state left coast state state myspac internet gangster', 'know name babi girl no stranger', 'blue bell jean low cut taper', 'No cannot save ya', 'name captain', 'aston martin', 'awkward park', 'rev engin sound like fart', 'club sit foreign', 'not speak english word sound retard', 'go hard project apart', 'five minut watt get start', 'boy hood', 'pocket full dub', 'homi outta line', 'clip full slug', 'babi number', 'tryna fuck babi thang', 'shake shake', 'sick watt claim come give', 'babi player Go hit', 'babi thang', 'shake shake shake shake shake shake', 'sit back relax amma give walk citi watt citi god', 'bitch shake ass deuc deuc bra', 'nigga rockin flash drinkin liquor hard', 'keep glock pant chopper right car', 'step daili might leav scar', 'gang tight might leav broad like two friend might enjoy menag', 'night life watt california', 'parti not till like six morn', 'thi hennessey straight gotta nigga zone', 'take anoth swig roll', 'not bang better hold mouth', 'not claim noth know not', 'chill grab bitch becaus life short', 'stick script', 'boy hood', 'pocket full dub', 'homi outta line', 'clip full slug', 'babi number', 'tryna fuck babi thang', 'shake shake', 'sick watt claim come give', 'babi player Go hit', 'babi thang', 'shake shake shake shake shake shake']
23	kendrick lamar	6 Foot 7 Foot (Freestyle) by Kendrick Lamar (Ft. ScHoolboy Q)	['said fuckin monster', 'massiv attack haunt ya', 'master rap fuck monitor', 'master went thermometor', 'pop em pop jaw traci veronica', 'holla back promis us', 'No pajama insomnia', 'attack attack like piranha doe', 'hit block like comet blahh', 'know time', 'mark calendar calisthen silenc exercisin trigger strap', 'rock us metallica competit no talent', 'jungl wild enough', 'might stumbl upon pack lion', 'No lyin soldier dyin thi iraq', 'allianc line star bar prison rep', 'scienc applyin pressur stretcher need pay proce', 'livin debt soft giga pet', 'nigga cannot see unless watchin TV ultra huggin silhouett', 'flow got ceil wet', 'spit til feel breath', 'sinkin fuckin chest', 'fuckin fuckin best', 'mean dick dick death', 'mean killin pussi', 'like spike whenev jerri slept', 'yeah dre', 'andr giant climbin', 'whether storm climat', 'whether beat makin rhyme', 'bumpin phylli hyman', 'hand full diamond like jay fan', 'island ray ban', 'glass palmin ass probabl came wit great tan laugh', 'motherfuckin mecca hub citi spectrum', 'dissect like fuck frog rectum', 'whi wreckin irreput worst flow incred', 'probabl call feder slaughter sever', 'etcetera etcetera bentley passin celica', 'tellin us shit hiiipow mouth bitch', 'top dawg vouch bitch', 'nigga bout face armi outfit', 'gener', 'mean hustler crimin', 'penit reachin pinnacl life despair solemnli swear handl mine like taliban die', 'onli differ not never askin allah', 'onli differ spazzin still proud poet', 'put categori', 'not know sadder stori', 'gut glori', 'pain bore not realli live', 'take block crippin', 'piru gun bigger torso pippen', 'bitch befor nigga ruin', 'show someth differ', 'either kissin dick givin distanc', 'live district dimebag dummi know statist', 'boss like assist', 'get lost egg biscuit', 'break fast aimin biscuit', 'pay cash chain come missin', 'Q Q', 'doubl shit fuck', 'get promo poppin', 'setback droppin', 'soon watchin', 'lock load explod', 'target flow somewher blow', 'marriott swisher sweet', 'LA nigga prolli east', 'cheerin ragin beat', 'X henni scrape keif', 'bangin C bangin B', 'put nigga next', 'stop focu get lead', 'let hardest speak', 'Ya dude got ovari period', 'run sentenc still ventin', 'air conditionin coolest breez', 'ill diseas', 'grip peni shoot semen', 'still comin mile runnin', 'wa learnin get knowledg', 'head throbbin goblin', 'mobbin bitch', 'stick miss busi', 'get wit pussi frenchin', 'ye mission', 'poppin like mission', 'proposit gettin money', 'drop nigga rush nigga', 'stomp nigga crush nigga', 'dust nigga copperhead gon thrust nigga', 'heatin winnnin nigga', 'someth rememb nigga', 'hella sick got spit', 'curs vers like god told kill shit', 'load clip heckler koch', 'hoover king', 'bada bing ding ling', 'natur hoover', 'fing ring vision clearin visin', 'asian beij', 'money make cum C R E', 'feed weak wing stop', 'start rain drop', 'autobot', 'space shuttl shittin car lot', 'boy style', 'could least got saturn huh', 'hiiipow see patent huh', 'workin track like never free', 'squezz nigga shootin Cs', 'pleas thought nigga shot', 'rhyme', 'bada bing bing bing bing bing', 'want hiiipow', 'pleas come friend zone', 'not wowwi', 'not suck dick tonight']
24	kendrick lamar	A1 Everything by Kendrick Lamar	['see type guy', 'crush hoe true', 'rock cloth true', 'drive whip true', 'still pour sauc shit', 'come bottom', 'crush hoe rock thi ice', 'sell Os nigga done twice', 'ride round roll get bike', 'touchdown hood put life', 'like yeah nigga nigga ball hard year nigga', 'diamond clear smack chain dead nigga', 'not know heard not know thought', 'dog murk dog go hard fuck', 'new young chick look exactli like rihanna', 'ass like nicki yellow like madonna', 'take mall buy type design', 'ysl fli chanel dolc gabbana', 'jump right back like lean hard turn whip', 'not rap deal still serv brick', 'kill pussi murder shit homicid shorti', 'gold role cost rack rose gold cost', 'get money nigga', 'got swagger get bitch', 'bought rolli skate nigga', 'not love hate well get hate nigga', 'cuz got everyth everyth', 'everyth get everyth', 'got credit hoe', 'drive whip rock cloth', 'pray god wash hand damn', 'rack uncl sam', 'year old millionair', 'not read contract less mill', 'credit park car bowleg', 'got bu full bitch call jerom betti', 'grab dick pictur ho crop imag', 'let scrape dish eat nigga finish', 'come right back hope insomniac', 'sleep wanna take dirt nap', 'bitch talk ca ca ca ca ca ca ca ca', 'hit roof pop top', 'ca ca ca ca til know gotcha', 'ballin like baldin see jordan mirror', 'nigga flawless vv CC text wear', 'puttin insid bitch grip hip power steer', 'hydroplan board plane land insid build']
25	kendrick lamar	Ab-Soul's Outro by Kendrick Lamar (Ft. Ab-Soul)	['life enlighten', 'gon live knee die feet', 'sfire street fire swisher', 'fire two leg littl sister', 'get sip thi elixir befor crop us pictur', 'never seen crop circl seen cop circl block', 'puff squar swear one day ama stop nerv itch', 'brink career peer struggl employ', 'hear scream', 'uncl sam not no kin one two', 'three four gram fifth hennessey', 'bad bitch fuck penitentiari', 'section babi blame ronald reagan rais hell', 'lord forbid homi got wet tri soak', 'presid black cannot vote skin', 'vote better man', 'come show see divers', 'unifi peopl gon peep univers', 'might not chang world', 'gon manipul hope participatin', 'ayo dot not let cat know', 'knew would like back', 'start hiiipow becaus gener need gener', 'system meant disintegr us', 'assist', 'not victor victim', 'bigger pictur not develop yet', 'like keisha wa celib', 'tammi came across real man', 'not play game like children', 'nigga cheat hi girlfriend', 'hi girlfriend girlfriend let world end', 'everybodi trip', 'extraterrestri presenc well', 'odd futur aight futur not', 'martial law shit drop gon get got', 'keep question mark face', 'eat fast food use fluorid toothpast', 'hide feel public', 'work littl nine five not forget pay tith', 'thank god aliv', 'hiiipow', 'anoth note', 'focus like hubbl telescop', 'soul', 'life traffic jam life traffic jam', 'life traffic jam life traffic jam', 'life traffic jam life traffic jam', 'life traffic jam life traffic jam', 'life traffic jam', 'wrote thi becaus wa order', 'peopl say speak gener', 'whi lie section', 'son play radio not', 'daughter turn one twenti one listen kendrick', 'instanc', 'life enlighten', 'gon live knee die feet', 'take student loan pay colleg degre', 'exactli see TV', 'true stori hmm', 'repeat soul', 'life enlighten', 'gon live knee die feet', 'gon plead fifth sound horn', 'time child come', 'see lot not understand kendrick lamar', 'becaus wonder could talk money hoe cloth', 'god histori sentenc', 'know thing common', 'onli half truth tell', 'see spent twenti three year earth search answer', 'til one day realiz come', 'not outsid look', 'not insid look', 'dead fuck center look around', 'ever seen newborn babi kill grown man', 'analog way world make react', 'innoc dead', 'next time talk money hoe cloth', 'god histori sentenc', 'know meant felt', 'ecaus search answer', 'not next pop star not next social awar rapper', 'human mothafuckin dope ass instrument', 'kendrick lamar', 'fuck em terrac', 'soul', 'watch thi fire gather around', 'see burn similar fire insid', 'section', 'section babi', 'gener bliss disobedi', 'know cannot control us', 'know cannot control', 'know cannot control us', 'control', 'build world', 'not leav noth els tonight leav know', 'leav know repres someth bigger us', 'famili', 'heart honor respect', 'thi thi', 'hiiipow']
26	kendrick lamar	A.D.H.D by Kendrick Lamar	['Uh uh fuck fuck', 'eight doobi face fuck', 'twelv bottl case nigga fuck', 'two pill half weight nigga fuck', 'got high toler age not exist', 'man swear nigga trippin shit', 'pick set cold water', 'order someon bring vicodin', 'hope take pain away', 'feelin felt today', 'know part section', 'feel like no one relat', 'ecaus loner loner', 'marijuana endorphin make stronger stronger', 'hous parti trippin', 'gener sippin cough syrup like water', 'never no pancak kitchen', 'man not one live caught', 'daili superstit world bout end', 'give fuck never listen', 'less come melodi hoe', 'playstat drank technolog bought soul', 'lookin around see', 'big crowd product', 'probabl rel relev rebel dream', 'yep presid black black', 'purpl label back tab light blue', 'take straight head', 'look got H', 'eight doobi face fuck', 'twelv bottl case nigga fuck', 'two pill half weight nigga fuck', 'got high toler age not exist', 'like whoa whoa whoa whoa whoa', 'not got limit give', 'whoa whoa whoa', 'not got limit give', 'whoa whoa whoa whoa whoa whoa', 'alway told H', 'start', 'start feelin', 'like no one els thi apart', 'beg pardon Oh rap babi', 'old say say', 'okay crack babi', 'damn whi say said drink', 'ama tell later', 'tell neighbor polic relax', 'stood shut blind close screen jumbotron', 'made back resid', 'said read line', 'yep hope get close enough light turn', 'fact might open', 'nuvo start drown', 'bodi know', 'us realli deep mood', 'noth', 'somebodi walk pound bay area kush', 'look look', 'grab said get understood', 'know whi crack babi', 'becaus born H crazi', 'eight doobi face fuck', 'twelv bottl case nigga fuck', 'two pill half weight nigga fuck', 'got high toler age not exist', 'like whoa whoa whoa whoa whoa', 'not got limit give', 'whoa whoa whoa', 'not got limit give', 'whoa whoa whoa whoa whoa whoa', 'alway told H', 'shine give light', 'doubl cup deuc four six mix sprite', 'ecstasi shroom blow dro hoe whatev like', 'shine give light']
27	snoop dogg	10 Lil' Crips by Snoop Dogg	['ten littl crip nigga runnin outsid', 'turf bangin live', 'far scrub cuzz eastsid', 'not die multipli', 'not give nigga reason', 'turn spray season', 'not give nigga reason', 'becaus turn crip season', 'gangsta back bank fat', 'gangsta mac gangsta llac', 'hmm fool like break chees', 'friend enemi aww nigga pleas', 'fuck thought pump', 'stop stuck much pop drop pluck', 'similar gettin laaaid', 'ya back motherfuckin K spraaay', 'grind shine bid', 'lunat shit get ignit ignit', 'gonna proceed squeez eas', 'one cannot believ leav em', 'look mind nigga crazi', 'seventeen year old still babi', 'gangsta real pop pill', 'cap back young motherfuck like', 'wake morn lookin funni shit', 'fuck honey dip caus got money get', 'not no book not no help not no role thi', 'stay focus young homey code thi', 'keep strap ya pocket trip town', 'million motherfuck tryna get', 'lot pain thi game cocain thang', 'ya money right might get chain', 'ya money low onli one way go', 'jack rapper local rap radio show', 'mean green crip back block', 'brag homi show em got', 'gangsta jack gangsta jack gangsta black black', 'thought gangsta rap', 'yeah nigga take snap', 'shoobi doobi hooroobi scoobi snack like', 'like', 'whole lot fillin eastsid', 'eastsid nigga ride', 'whole lot dealin eastsid', 'eastsid nigga ride', 'whole lot stealin eastsid', 'eastsid nigga ride', 'whole lot killin eastsid', 'eastsid yeah nigga ride', 'say crazi not no fun', 'cannot walk street without gun gun']
28	snoop dogg	1800 by Snoop Dogg (Ft. Lil Jon)	['lil jon', 'yeah', 'yhey not readi thi one nephew nah', 'lil jon hey snoop dogg UH huh', 'turn thi shit nigga let us GO', 'blunt fa cert', 'get hoe everybodi turnt', 'blunt fa cert', 'get hoe everybodi turnt', 'well nigga burnt lil mama', 'yeah nigga burnt lil mama', 'shorti burnt lil mama', 'nigga make move lil mama comin', 'blunt fa cert', 'snoop dub pocket full dub', 'nigga dub rollin candi', 'feelin like meh squar bitch cannot stand', 'hey nigga turnt beast bitch', 'west coast east bitch', 'place hoe lose', 'say love music', 'spot jerkin gettin low', 'wanna roll fo', 'threw grand watch come', 'not bitch like hear sound', 'put hand wanna see work', 'blew kiss blew purp', 'geek girl tip', 'nigga amma get', 'blunt fa cert', 'snoop dub higher mug', 'camera goin chicken want hug', 'bill fasho fill club', 'erybodi know nigga star', 'long beach laker see face car', 'pimpin poppin like pill', 'hand made spill', 'parti E snoopi not come', 'smoke zone smoke drum', 'burnt club hand thigh', 'eastsid nigga put hi hood sky', 'like say like', 'turn ass around drop like fool', 'geek girl tip', 'homi amma get', 'blunt fa cert', 'snoop dub turn shit', 'not buy bub tequila got goin', 'burnt club erybodi known', 'nigga boss', 'millionair statu nigga', 'loc bright babi look', 'like talk get P', 'lil jon parti goin dumb', 'put air listen drum', 'snoop dogg said gettin turnt', 'swisher around gettin burnt', 'look grab waist', 'whisper ear touch face', 'geek girl tip', 'erybodi amma get let us GO', 'OA kayyy']
29	snoop dogg	1st We Blaze It Up by Snoop Dogg	['listen radio late', 'lot caper make rap love song', 'got one wanna nigga huh huh yeah', 'nigga joseph track', 'gonna start mine like bitch dig thi', 'one move two look three littl breez', 'line fine tri hit breezi', 'not dog dont believ', 'want talk talk Im like fear sissi', 'know', 'drink grab coat roll', 'go palac lay head', 'said ten room hous make bed', 'realli roll player', 'found hi nail take care hi hair', 'enough let us talk', 'prefer cat dog', 'jean skirt music movi', 'tom jerri shaggi scoobi', 'groovi use abus', 'hoochi coochi jacuzzi', 'first blaze', 'stay', 'said cannot get enough', 'one dont act like', 'first blaze', 'stay', 'said cannot get enough', 'one dont act like', 'parti yeah yeah', 'know felt like blow let know wa feel let get back flowin', 'Im goinig littl journey', 'would like come join', 'caus got lot room time consum ya', 'man thi realli ill shit', 'pimp ass nigga like deal', 'babi girl feel thi', 'nigger fake snoop dogg realest', 'like wee', 'get live make want', 'somebodi told long time ago', 'got better flow guess gonna flow', 'proceed speed', 'want', 'name need', 'first blaze', 'stay', 'said cannot get enough', 'one dont act like', 'first blaze', 'stay', 'said cannot get enough', 'one dont act like', 'parti yeah yeah', 'mood marvin gay', 'wanna cruis LA', 'let kiss belli', 'take flick slay', 'know like turn freak avoid', 'momma think wa home boy', 'know Im low', 'hope babi daddi dont tri pull bow', 'wait notic everywher go', 'know Im bullshit girl get peopl', 'got joy laughter', 'everi relationship chapter', 'begin feel raptur', 'easi captur let know', 'st blaze', 'stay', 'said cannot get enough', 'one dont act like', 'first blaze', 'stay', 'said cannot get enough', 'one dont act like', 'parti yeah yeah']
30	snoop dogg	2001 by Snoop Dogg	['wanna make whole crowd bounc', 'wanna make whole crowd bounc', 'instruct thi game instinct mix knowledg', 'player game know not colleg', 'eye open focu scope scene', 'watch gangsta hater close ecaus wors dope fiend', 'hope thing get better', 'co gon make thing get better', 'keep doggystyl hottest thing LB', 'L L G wit dpg sea', 'ride high tide east side', 'let tell long voic record', 'plan got not gonna work better audibl', 'Oh ye fresh til expir exist', 'persist proceed', 'suppli need no room greed', 'better go around come', 'not bite chew', 'respect game game respect back', 'game life life struggl', 'without coastal juggl', 'drop test fragil crystal', 'get mad go pull pistol', 'man pick piec', 'put back togeth remain tougher leather', 'tryin keep real dogg', 'wanna make whole crowd bounc', 'keep real dogg', 'wanna make whole crowd bounc', 'keep real dogg', 'wanna make whole crowd bounc', 'keep real dogg', 'wanna make whole crowd bounc', 'lee hold em shake em roll', 'fli G boy hoodrat girl', 'pound put around world', 'best pick litter LB young nigga', 'eat soul dog bowl bark get dark', 'bitch heat tear beat', 'microphon buri bone', 'alway stray tri follow home', 'uhh get pooper scooper whi droppin doo doo', 'steppin shit lift bottom shoe', 'see smashin full bread wit no leash', 'mob make mark across street', 'see viciou like hell got em waggin tail', 'bow wow lbc style', 'hit like dogg bopper fever fetch paper', 'receiv go get like retriev', 'want em close enough lock em', 'wit mizzic see let doggz loos em', 'check thi man lick em sick em', 'man best friend hit ten uhh', 'flea cannot seiz pack name', 'major trick hittin lick like doberman gang', 'ydone trip tri fuck ever sinc young puppi', 'run cat tree nigga dpg', 'keep real dogg', 'wanna make whole crowd bounc', 'keep real dogg', 'wanna make whole crowd bounc', 'keep real dogg', 'wanna make whole crowd bounc', 'say onc upon time land locc', 'dope pistol smoke', 'pack heavi calibr revolv', 'weed dpd gcd', 'Oh not know', 'snoop wit knockin atcha door', 'passion smashin mashin mass', 'knockin nigga like cassiu dogg pound gangsta assassin', 'like action', 'co cash zone known blastin', 'bustin no need discuss', 'not discuss stay close inch bust', 'close enough touch rush', 'clean radic get clutch', 'dogg like killer corleon', 'free doubl G solid gold bone', 'keep real dogg', 'wanna make whole crowd bounc', 'keep real dogg', 'wanna make whole crowd bounc', 'keep real dogg', 'wanna make whole crowd bounc']
31	snoop dogg	20 Dollars to My Name by Snoop Dogg (Ft. Fiend, Silkk the Shocker & Soulja Slim)	['damn nigga onli got dollar shit', 'check thi', 'nigga dollar name', 'deep thi dice game', 'dust knee', 'fuck two gs', 'noth left buy shell glock', 'whi rob everi known dope spot', 'hard time grit grind', 'shit tri get mine', 'not noth lose plu live frontlin', 'cold twist way shit goe', 'gotta keep hand motherfuckin fetti yo', 'keep bitch money run', 'get gun', 'shootem til come', 'blow wind', 'feel good friend', 'silkk brought gin juic nigga chip', 'amongst killer dub pocket loc', 'drug dealer time love smoke', 'wa not thi rap game', 'would nigga snoop dogg dollar name', 'dollar name thi game drug', 'onli thing gan banger thug', 'yale not sell shall proceed', 'becaus cannot slang urb', 'caus smoke much weed', 'dollar name thi game drug', 'onli thing gan banger thug', 'yale not sell shall proceed', 'becaus cannot slang urb', 'caus smoke much weed', 'got dollar cent pocket', 'thi automat rocket', 'gotta pop unlock take hostag', 'letem thi itch finger worser jock itch', 'extend glock clip allow cop chip', 'eras cop tip sister pop lip stop thi', 'cold blood kill thi', 'soda could not rock thi', 'chop shelf drop thi', 'cannot chop thi', 'hunger hold', 'set wonder take hi soul', 'see thi hole', 'allow silenc blow', 'took motherfuckin live less twenti befor', 'thi last dollar might buy douja', 'becaus weed magnolia still nigga sober', 'seen nigga nigga way way back', 'use jack rock rental cadillac', 'see nick see grill say flossin', 'see wrist say damn nigga flossin', 'bossin tossin em time', 'think death', 'whi put life danger dollar got', 'weed habit close smoke powder not worth', 'shot', 'dollar name thi game drug', 'onli thing gan banger thug', 'yale not sell shall proceed', 'becaus cannot slang urb', 'caus smoke much weed', 'dollar name thi game drug', 'onli thing gan banger thug', 'yale not sell shall proceed', 'becaus cannot slang urb', 'caus smoke much weed', 'look fresh jail feel good outsid', 'dollar spent ride', 'onli thing got left dollar name', 'nigga want front motherfuckin cain', 'told weed charg game', 'nigga gotta murder one shit', 'slum shit project dumb shit', 'weed blunt shit not give fuck shit', 'shit penitentiari solitari', 'confin never see no motherfuckin sun shit', 'got dollar motherfuckin name gotta get', 'tell nigga hit floor pull motherfuckin kick', 'door whether rap jack kidnap gun tot', 'call get scare not flip til gun smoke', 'hustl eat hard street', 'gotta get hustl', 'got dollar shit not last long pictur thi']
32	snoop dogg	20 Minutes by Snoop Dogg (Ft. Goldie Loc)	['hey yo goldi loc let hear dog puff', 'gotta go hood real', 'yeah thi public servic anounc mathafuckin lbc', 'yeah check thi cuzz uhm', 'hey yo goldi loc', 'let us thi homi hood', 'dub waddup', 'No disrespect hood', 'thi', 'cannot cum', 'No way', 'No way no', 'know bow wow long beach style', 'fullest young niggero', 'steal cap home feel like', 'No not ye', 'bank chin crib', 'thi not no fed', 'live', 'side cowboy', 'brown blast black', 'black blast right back', 'fact citi', 'betta get readi', 'cau kitti come cum', 'nigga get dumb bitchass', 'not trippin cau oldschool', 'never hesit blast', 'see', 'gotta win', 'holla back nigga minut', 'gimm mic watch brake nigga', 'figga', 'busta get shot tryin plot', 'blew dice hit twice hit seven', 'snoop watch trip back eleven', 'mix lick doubl chip', 'bangin much got cheerlead dick', 'back watch stack dirt', 'sting like bee broke bet hurt', 'watch strike match no need no practic', 'fuck around get straight stomp packag', 'dogg keep beat bangin', 'wit homi feel', 'left hangin', 'feel like givin', 'cau young nigga livin', 'snoop not give fuck', 'minut get C walk', 'befor get ride blew zone', 'check thi dog not know shit', 'know respres eastsid long beach crip nigga', 'two Os fo hoe', 'nigga onli fuckin real', 'minut minut', 'holla minut', 'deuc fo hoe cloth', 'nigga onli fuckin real', 'minut minut', 'holla minut', 'ride', 'slide eastsid', 'hoo ride homicid', 'rollin G ride', 'yall busta gondo', 'pimp banger hustlaz smash', 'one money', 'two shizzo', 'lil goldi loc give fuck hizzo', 'three fizzo', 'five sizzix', 'nigga snoop dogg give fuck bi zitch', 'yeah heard mmm', 'authograv ass', 'nigga L L G', 'littl goldi loc', 'goldi lock thang', 'smash hood cau want gangbang', 'chang', 'hell nah nigga', 'quick jack ass make bank roll bigga', 'trip', 'shot em', 'shot em shot em', 'damn big', 'cut em cut em', 'nigga pound', 'hell yeah pound', 'nigga sound', 'dogg pound bounc', 'got homi dub bang everyday', 'got homi hood day', 'keep feet real close street', 'keep hand real close heat', 'not descreet come dogg', 'real like eight ball', 'C no explainin gangbangin crackslangin entertain us', 'sippin silver satin contain', 'askin one yall nigga wanna scrap', 'G style', 'mathafuck strap', 'like tought nigga', 'got caught', 'olbitchass nigga droppin soul', 'see first thang first grown man', 'gotta get get get man', 'see not owe not owe', 'OG', 'respect Gz homi told', 'show real love dub', 'outro', 'minut minut cuzz', 'yeah nigga minut cuzz', 'like said', 'deuc fo hoe show', 'nigga onli fuckin real', 'yeah minut', 'holla nigga like said', 'two fo hoe show', 'nigga onli fuckin real', 'minut minut', 'holla cuzz', 'minut', 'roll roll roll dub', 'eastsid R C', 'goldi loc doggi dogg', 'nigga thi P G']
